2,70016,70641
4,70641,0
3,70875,0
2,71109,0
4,71266,72203
2,72203,72516
3,72516,73141
1,73141,73453
2,73453,73766
3,73453,0
1,73766,0
4,73766,0
2,73922,0
3,74078,0
1,74234,0
4,74391,0
3,74547,0
4,74703,0
1,74859,0
2,75016,0
1,75172,0
3,75328,0
4,75484,0
2,75641,0
4,75797,0
1,75953,0
2,76109,0
3,76266,0
4,76266,0
1,76422,0
2,76578,0
4,76734,0
3,76891,0
1,77047,0
4,77203,0
2,77359,0
1,77516,0
3,77672,0
2,77828,0
4,77984,0
3,78141,0
1,78297,0
4,78453,0
2,78609,0
3,78766,0
4,78766,0
1,78922,0
2,79078,0
3,79234,0
4,79391,0
2,79547,0
3,79703,0
4,79859,0
2,80016,0
1,80016,0
3,80172,0
4,80328,0
1,80484,0
2,80641,0
3,80797,0
1,80953,0
3,81109,0
2,81266,0
4,81266,0
2,81422,0
3,81578,0
4,81891,0
1,81891,0
4,82047,0
2,82203,0
3,82516,82828
1,82672,0
2,82828,83141
4,82984,0
3,83141,0
1,83297,0
2,83453,83766
1,83766,85016
4,83766,0
4,85016,0
3,85328,0
2,85641,0
1,85953,0
4,86266,0
3,86422,0
2,86578,0
1,86734,0
4,86891,0
3,87047,0
1,87203,0
2,87359,0
4,87516,0
3,87672,0
2,87828,0
4,87984,0
1,88141,0
2,88297,0
3,88453,0
1,88609,0
4,88766,0
4,88922,0
2,89078,0
2,89234,0
3,89391,0
3,89547,0
1,89703,0
1,89859,0
4,90016,91266
2,90641,91266
3,91266,91578
2,91578,0
1,91578,0
4,91734,0
1,91891,0
2,92047,0
4,92203,0
3,92359,0
2,92516,0
1,92672,0
3,92828,0
4,92984,0
1,93141,0
2,93297,0
3,93453,93766
1,93766,0
4,93766,0
2,94078,0
1,94078,0
4,94234,0
3,94391,0
2,94547,0
4,94703,0
1,94859,0
3,95016,95172
1,95172,0
2,95328,95484
4,95484,0
1,95641,95797
3,95797,0
4,95953,96109
2,96109,0
4,96266,0
3,96266,0
1,96578,0
4,96578,0
3,96734,0
2,96891,0
3,97047,0
1,97203,0
4,97359,0
1,97516,97672
4,97672,0
3,97828,97984
1,97984,0
2,98141,98297
4,98297,0
1,98453,0
1,98609,0
4,98766,0
3,98766,0
2,99078,0
4,99078,0
1,99234,0
3,99391,0
2,99547,0
4,99703,0
1,99859,0
3,100016,100172
4,100172,0
2,100328,100484
1,100484,0
4,100641,0
3,100797,0
1,100953,0
2,101109,0
3,101266,0
4,101266,0
1,101422,0
2,101578,0
3,101734,0
1,101891,0
4,101891,0
1,102125,0
4,102359,0
3,102359,0
4,102594,0
1,102828,0
2,102828,0
1,103062,0
4,103297,0
3,103297,0
3,103453,0
2,103609,0
1,103766,104078
4,104078,0
3,104078,0
1,104391,0
4,104547,0
1,104703,0
3,104859,0
2,105016,105172
1,105172,0
4,105328,105484
3,105484,0
1,105641,105797
2,105797,0
3,105953,106109
4,106109,0
2,106266,0
1,106266,0
2,106578,0
4,106734,0
2,106734,0
3,107047,0
1,107047,0
1,107203,0
3,107359,0
1,107516,0
4,107516,0
4,107724,0
2,107932,0
1,107932,0
1,108141,0
3,108349,0
4,108349,0
3,108557,0
2,108766,0
1,108766,109703
4,109078,0
4,109391,0
2,109703,0
4,110016,110953
3,110016,0
1,110328,0
1,110641,0
3,110953,0
3,111266,0
4,111266,0
4,111422,0
2,111578,0
2,111734,0
3,111891,0
1,111891,0
3,112047,0
1,112203,0
1,112359,0
4,112516,0
2,112516,0
3,112828,0
1,113141,0
2,113141,0
4,113297,0
3,113297,0
2,113453,113766
4,113766,0
1,113766,114391
3,114078,0
4,114391,0
2,114547,0
3,114703,0
1,114859,0
4,115016,115328
1,115328,0
3,115484,0
2,115641,0
1,115797,0
4,115953,116266
1,116266,116891
4,116578,0
3,116891,0
2,117203,0
1,117359,0
4,117516,118141
2,117828,0
1,118141,0
2,118453,0
3,118609,0
1,118766,0
4,118766,119703
2,119078,0
3,119391,0
1,119703,0
3,119859,0
1,120016,120328
2,120016,0
4,120328,0
2,120484,0
4,120641,0
1,120797,0
3,120953,121266
1,121266,0
4,121266,121891
2,121422,121578
1,121578,0
2,121734,121891
1,121891,122516
3,122047,122203
4,122203,0
3,122359,122516
2,122516,122828
3,122828,0
1,122984,0
4,123141,0
4,123297,0
2,123453,123766
1,123766,0
4,123766,0
3,124078,0
4,124234,0
2,124391,0
3,124547,0
1,124703,0
4,124859,0
2,125016,0
4,125172,0
1,125328,0
3,125484,0
2,125641,0
4,125797,0
1,125953,0
3,126109,0
2,126266,0
4,126266,0
4,126578,0
2,126734,0
4,126734,0
1,127047,0
4,127047,0
1,127203,0
2,127203,0
4,127359,0
3,127516,0
1,127516,0
3,127724,0
2,127932,0
4,127932,0
2,128141,0
1,128349,0
3,128349,0
3,128557,0
1,128766,129703
2,128766,0
4,129078,0
4,129391,0
2,129703,0
4,130016,130953
3,130016,0
1,130328,0
1,130641,0
3,130953,0
2,131266,0
1,131266,0
1,131422,0
3,131578,0
3,131734,0
2,131891,0
4,131891,0
2,132047,0
4,132203,0
4,132359,0
2,132516,133141
1,132516,0
4,133141,0
1,133297,0
4,133453,0
3,133453,0
2,133766,0
3,133922,0
1,134078,136578
4,134078,0
4,135641,136578
